Manuscript Title,Journal,Submission_date_1,Response_date_1,Response_1,Submission_date_2,Response_date_2,Response_2
White matter microstructure throughout the brain correlates with visual imagery in grapheme-color synesthesia,NeuroImage,2013-08-18,2013-10-22,Major revision,2013-12-06,2013-12-23,Accepted
